userid,review,compound_score
7707,"Very useful app, helped me a lot.",0.4927
7710,"Average app, could use more features.",0.0
7711,"Good experience overall, but UI can improve.",0.7003
7712,"Very useful app, helped me a lot.",0.4927
7714,"Affordable and reliable, worth it.",0.2263
7715,"Affordable and reliable, worth it.",0.2263
7718,"Too many crashes, needs urgent updates.",0.2023
7721,Great customer support and easy to use.,0.8658
7727,"Excellent design, works smoothly.",0.5719
7729,Great customer support and easy to use.,0.8658
7737,"Affordable and reliable, worth it.",0.2263
7738,Great customer support and easy to use.,0.8658
7740,Did not meet my expectations.,0.0
7744,Did not meet my expectations.,0.0
7749,Did not meet my expectations.,0.0
7752,"Excellent design, works smoothly.",0.5719
7753,"Average app, could use more features.",0.0
7754,Did not meet my expectations.,0.0
7757,Great customer support and easy to use.,0.8658
7760,"Very useful app, helped me a lot.",0.4927
7764,"Not satisfied with performance, too many bugs.",-0.3252
7768,"Very useful app, helped me a lot.",0.4927
7774,Great customer support and easy to use.,0.8658
7777,"Average app, could use more features.",0.0
7785,"Average app, could use more features.",0.0
7786,Great customer support and easy to use.,0.8658
7787,"Fantastic app, highly recommend!",0.7707
7790,"Very useful app, helped me a lot.",0.4927
7791,"Not satisfied with performance, too many bugs.",-0.3252
7792,Great customer support and easy to use.,0.8658
7796,"Too many crashes, needs urgent updates.",0.2023
7797,"Average app, could use more features.",0.0
7801,"Affordable and reliable, worth it.",0.2263
7805,"Affordable and reliable, worth it.",0.2263
7808,"Too many crashes, needs urgent updates.",0.2023
7812,"Not satisfied with performance, too many bugs.",-0.3252
7817,"Good experience overall, but UI can improve.",0.7003
7819,"Excellent design, works smoothly.",0.5719
7822,"Very useful app, helped me a lot.",0.4927
7827,"Average app, could use more features.",0.0
7829,"Affordable and reliable, worth it.",0.2263
7831,"Excellent design, works smoothly.",0.5719
7835,Great customer support and easy to use.,0.8658
7837,"Affordable and reliable, worth it.",0.2263
7838,"Not satisfied with performance, too many bugs.",-0.3252
7839,"Too many crashes, needs urgent updates.",0.2023
7840,Great customer support and easy to use.,0.8658
7841,Great customer support and easy to use.,0.8658
7843,Great customer support and easy to use.,0.8658
7847,Great customer support and easy to use.,0.8658
7848,"Good experience overall, but UI can improve.",0.7003
7852,"Excellent design, works smoothly.",0.5719
7854,Did not meet my expectations.,0.0
7856,"Good experience overall, but UI can improve.",0.7003
7860,"Good experience overall, but UI can improve.",0.7003
7861,"Too many crashes, needs urgent updates.",0.2023
7866,"Fantastic app, highly recommend!",0.7707
7869,"Good experience overall, but UI can improve.",0.7003
7870,"Good experience overall, but UI can improve.",0.7003
7873,"Not satisfied with performance, too many bugs.",-0.3252
7876,"Very useful app, helped me a lot.",0.4927
7882,"Fantastic app, highly recommend!",0.7707
7883,"Good experience overall, but UI can improve.",0.7003
7892,"Excellent design, works smoothly.",0.5719
7893,"Too many crashes, needs urgent updates.",0.2023
7895,"Average app, could use more features.",0.0
7897,"Good experience overall, but UI can improve.",0.7003
7899,"Fantastic app, highly recommend!",0.7707
7900,"Very useful app, helped me a lot.",0.4927
7901,"Good experience overall, but UI can improve.",0.7003
7904,"Good experience overall, but UI can improve.",0.7003
7910,"Affordable and reliable, worth it.",0.2263
7911,"Not satisfied with performance, too many bugs.",-0.3252
7913,"Good experience overall, but UI can improve.",0.7003
7914,"Not satisfied with performance, too many bugs.",-0.3252
7915,"Too many crashes, needs urgent updates.",0.2023
7917,"Average app, could use more features.",0.0
7920,"Fantastic app, highly recommend!",0.7707
7923,Did not meet my expectations.,0.0
7924,"Not satisfied with performance, too many bugs.",-0.3252
7925,"Average app, could use more features.",0.0
7928,"Very useful app, helped me a lot.",0.4927
7929,"Average app, could use more features.",0.0
7930,"Affordable and reliable, worth it.",0.2263
7938,"Average app, could use more features.",0.0
7945,"Fantastic app, highly recommend!",0.7707
7946,"Very useful app, helped me a lot.",0.4927
7949,"Average app, could use more features.",0.0
7950,"Average app, could use more features.",0.0
7959,"Good experience overall, but UI can improve.",0.7003
7960,"Too many crashes, needs urgent updates.",0.2023
7961,Great customer support and easy to use.,0.8658
7969,"Affordable and reliable, worth it.",0.2263
7972,"Too many crashes, needs urgent updates.",0.2023
7973,"Fantastic app, highly recommend!",0.7707
7975,"Fantastic app, highly recommend!",0.7707
7976,"Affordable and reliable, worth it.",0.2263
7978,"Affordable and reliable, worth it.",0.2263
7982,"Affordable and reliable, worth it.",0.2263
7985,"Too many crashes, needs urgent updates.",0.2023
7990,"Excellent design, works smoothly.",0.5719
7991,Did not meet my expectations.,0.0
7993,Great customer support and easy to use.,0.8658
7995,"Fantastic app, highly recommend!",0.7707
7997,"Very useful app, helped me a lot.",0.4927
7999,"Fantastic app, highly recommend!",0.7707
8000,"Good experience overall, but UI can improve.",0.7003
8003,"Fantastic app, highly recommend!",0.7707
8005,"Fantastic app, highly recommend!",0.7707
8008,"Good experience overall, but UI can improve.",0.7003
8010,"Good experience overall, but UI can improve.",0.7003
8011,Great customer support and easy to use.,0.8658
8012,Great customer support and easy to use.,0.8658
8014,"Fantastic app, highly recommend!",0.7707
8015,"Fantastic app, highly recommend!",0.7707
8018,"Good experience overall, but UI can improve.",0.7003
8019,"Average app, could use more features.",0.0
8020,"Average app, could use more features.",0.0
8021,"Excellent design, works smoothly.",0.5719
8022,"Good experience overall, but UI can improve.",0.7003
8023,"Fantastic app, highly recommend!",0.7707
8024,Great customer support and easy to use.,0.8658
8025,"Fantastic app, highly recommend!",0.7707
8029,"Average app, could use more features.",0.0
8034,"Excellent design, works smoothly.",0.5719
8035,"Not satisfied with performance, too many bugs.",-0.3252
8036,"Excellent design, works smoothly.",0.5719
8037,"Good experience overall, but UI can improve.",0.7003
8039,Great customer support and easy to use.,0.8658
8041,"Very useful app, helped me a lot.",0.4927
8046,"Affordable and reliable, worth it.",0.2263
8047,"Not satisfied with performance, too many bugs.",-0.3252
8056,"Fantastic app, highly recommend!",0.7707
8057,"Good experience overall, but UI can improve.",0.7003
8059,"Very useful app, helped me a lot.",0.4927
8061,Great customer support and easy to use.,0.8658
8065,"Fantastic app, highly recommend!",0.7707
8066,"Affordable and reliable, worth it.",0.2263
8071,"Good experience overall, but UI can improve.",0.7003
8072,"Affordable and reliable, worth it.",0.2263
8073,"Affordable and reliable, worth it.",0.2263
8075,"Excellent design, works smoothly.",0.5719
8077,Great customer support and easy to use.,0.8658
8078,"Fantastic app, highly recommend!",0.7707
8081,Did not meet my expectations.,0.0
8082,"Average app, could use more features.",0.0
8083,"Very useful app, helped me a lot.",0.4927
8084,"Fantastic app, highly recommend!",0.7707
8088,"Fantastic app, highly recommend!",0.7707
8089,"Excellent design, works smoothly.",0.5719
8099,"Too many crashes, needs urgent updates.",0.2023
8102,"Too many crashes, needs urgent updates.",0.2023
8107,"Good experience overall, but UI can improve.",0.7003
8111,"Good experience overall, but UI can improve.",0.7003
8112,"Average app, could use more features.",0.0
8114,"Too many crashes, needs urgent updates.",0.2023
8118,"Good experience overall, but UI can improve.",0.7003
8119,Did not meet my expectations.,0.0
8120,Did not meet my expectations.,0.0
8121,"Affordable and reliable, worth it.",0.2263
8123,"Excellent design, works smoothly.",0.5719
8125,"Affordable and reliable, worth it.",0.2263
8127,"Average app, could use more features.",0.0
8130,"Very useful app, helped me a lot.",0.4927
8131,"Good experience overall, but UI can improve.",0.7003
8132,"Average app, could use more features.",0.0
8133,"Excellent design, works smoothly.",0.5719
8139,"Fantastic app, highly recommend!",0.7707
8140,"Good experience overall, but UI can improve.",0.7003
8143,"Affordable and reliable, worth it.",0.2263
8144,"Fantastic app, highly recommend!",0.7707
8145,"Excellent design, works smoothly.",0.5719
8151,"Affordable and reliable, worth it.",0.2263
8155,"Fantastic app, highly recommend!",0.7707
8158,Great customer support and easy to use.,0.8658
8160,"Good experience overall, but UI can improve.",0.7003
8161,"Not satisfied with performance, too many bugs.",-0.3252
8169,"Good experience overall, but UI can improve.",0.7003
8170,"Good experience overall, but UI can improve.",0.7003
8177,"Excellent design, works smoothly.",0.5719
8178,"Excellent design, works smoothly.",0.5719
8183,"Too many crashes, needs urgent updates.",0.2023
8186,"Too many crashes, needs urgent updates.",0.2023
8195,"Fantastic app, highly recommend!",0.7707
8199,"Too many crashes, needs urgent updates.",0.2023
8200,"Affordable and reliable, worth it.",0.2263
8201,"Good experience overall, but UI can improve.",0.7003
8202,"Too many crashes, needs urgent updates.",0.2023
8206,"Too many crashes, needs urgent updates.",0.2023
8207,"Fantastic app, highly recommend!",0.7707
8208,"Very useful app, helped me a lot.",0.4927
8210,Great customer support and easy to use.,0.8658
8214,"Affordable and reliable, worth it.",0.2263
8215,"Excellent design, works smoothly.",0.5719
8218,"Average app, could use more features.",0.0
8220,"Fantastic app, highly recommend!",0.7707
8221,"Not satisfied with performance, too many bugs.",-0.3252
8223,Did not meet my expectations.,0.0
8226,"Affordable and reliable, worth it.",0.2263
8230,Great customer support and easy to use.,0.8658
8233,"Affordable and reliable, worth it.",0.2263
8234,"Good experience overall, but UI can improve.",0.7003
8236,"Too many crashes, needs urgent updates.",0.2023
8246,Did not meet my expectations.,0.0
8248,"Very useful app, helped me a lot.",0.4927
8250,"Very useful app, helped me a lot.",0.4927
8252,"Affordable and reliable, worth it.",0.2263
8253,"Good experience overall, but UI can improve.",0.7003
8258,Did not meet my expectations.,0.0
8268,"Too many crashes, needs urgent updates.",0.2023
8270,"Good experience overall, but UI can improve.",0.7003
8276,Great customer support and easy to use.,0.8658
8278,"Very useful app, helped me a lot.",0.4927
8280,"Too many crashes, needs urgent updates.",0.2023
8281,"Affordable and reliable, worth it.",0.2263
8283,"Affordable and reliable, worth it.",0.2263
8284,Great customer support and easy to use.,0.8658
8285,"Average app, could use more features.",0.0
8288,"Very useful app, helped me a lot.",0.4927
8290,"Average app, could use more features.",0.0
8295,"Average app, could use more features.",0.0
8298,"Very useful app, helped me a lot.",0.4927
8300,"Very useful app, helped me a lot.",0.4927
8306,"Affordable and reliable, worth it.",0.2263
8309,"Average app, could use more features.",0.0
8311,"Too many crashes, needs urgent updates.",0.2023
8316,Great customer support and easy to use.,0.8658
8323,"Not satisfied with performance, too many bugs.",-0.3252
8324,"Fantastic app, highly recommend!",0.7707
8327,Great customer support and easy to use.,0.8658
8329,"Good experience overall, but UI can improve.",0.7003
8334,Great customer support and easy to use.,0.8658
8335,Did not meet my expectations.,0.0
8336,"Fantastic app, highly recommend!",0.7707
8339,"Average app, could use more features.",0.0
8342,"Not satisfied with performance, too many bugs.",-0.3252
8348,"Average app, could use more features.",0.0
8350,Great customer support and easy to use.,0.8658
8352,"Not satisfied with performance, too many bugs.",-0.3252
8355,"Fantastic app, highly recommend!",0.7707
8357,"Affordable and reliable, worth it.",0.2263
8360,"Average app, could use more features.",0.0
8361,Great customer support and easy to use.,0.8658
8364,"Affordable and reliable, worth it.",0.2263
8367,"Excellent design, works smoothly.",0.5719
8371,"Too many crashes, needs urgent updates.",0.2023
8372,"Too many crashes, needs urgent updates.",0.2023
8373,"Not satisfied with performance, too many bugs.",-0.3252
8375,"Good experience overall, but UI can improve.",0.7003
8376,"Too many crashes, needs urgent updates.",0.2023
8377,"Fantastic app, highly recommend!",0.7707
8379,Great customer support and easy to use.,0.8658
8380,"Average app, could use more features.",0.0
8381,"Fantastic app, highly recommend!",0.7707
8383,Did not meet my expectations.,0.0
8396,Did not meet my expectations.,0.0
8397,"Affordable and reliable, worth it.",0.2263
8403,"Average app, could use more features.",0.0
8408,"Very useful app, helped me a lot.",0.4927
